Publication date,Compute_Log10,Parameters,Domain,Organization,Region
2021-12-20,22.67,3500000000.0,Vision & Media,OpenAI,United States
2021-12-20,22.35,1100000000000.0,Language & Audio,Meta AI,United States
2021-12-20,22.51,13000000000.0,Language & Audio,Meta AI,United States
2021-12-20,22.35,7500000000.0,Language & Audio,"Meta AI,Facebook AI Research",United States
2021-12-16,21.36,345000000.0,Language & Audio,Toyota Technological Institute at Chicago,United States
2021-12-16,20.2,110000000.0,Language & Audio,"Meta AI,University College London (UCL),PSL University,Université Grenoble Alpes",United States
2021-12-13,23.56,1200000000000.0,Language & Audio,Google,United States
2021-12-08,23.8,280000000000.0,Language & Audio,DeepMind,Europe
2021-12-06,19.81,70000000.0,Language & Audio,Amazon,United States
2021-11-30,19.1,203000000.0,Language & Audio,"Stanford University,SambaNova Systems, Inc,Peking University,Adobe,University at Buffalo",United States
2021-11-30,18.62,68000000.0,Language & Audio,"Stanford University,SambaNova Systems, Inc,Peking University,Adobe,University at Buffalo",United States
2021-11-24,21.86,870000000.0,Multimodal,"Microsoft Research,Peking University",United States
2021-11-22,22.68,893000000.0,Vision & Media,Microsoft,United States
2021-11-19,22.61,3070000000.0,Vision & Media,Google,United States
2021-11-18,21.04,3000000000.0,Multimodal,Microsoft Research Asia,China
2021-11-18,20.03,418000000.0,Language & Audio,Microsoft Research,United States
2021-11-17,20.13,650000000.0,Science & Engineering,"Facebook AI Research,New York University (NYU),University of California (UC) Berkeley",United States
2021-11-11,20.66,632000000.0,Vision & Media,Facebook AI Research,United States
2021-11-04,20.07,132000000.0,Language & Audio,Aristotle University of Thessaloniki,Europe
2021-11-01,21.19,220000000.0,Language & Audio,"Salesforce,Nanyang Technological University",United States
2021-10-31,19.89,249000000.00000003,Language & Audio,Stanford University,United States
2021-10-21,21.58,250000000.0,Science & Engineering,"Microsoft Research Asia,Nanyang Technological University,Xi’an Jiaotong University,Sun Yat-sen University",China
2021-10-17,19.72,274000000.0,Language & Audio,"Shannon.AI,Nanjing University,Nanyang Technological University,Zhejiang University (ZJU)",China
2021-10-16,20.41,1500000000.0,Language & Audio,"LightOn,Laboratoire de Physique de l'Ecole Normale (LPENS),INRIA",Europe
2021-10-16,21.28,1540000000.0,Language & Audio,University of California San Diego,United States
2021-10-15,20.96,11000000000.0,Language & Audio,"Hugging Face,Brown University",United States
2021-10-15,20.9,83000000.0,Language & Audio,"Huawei Noah's Ark Lab,McGill University",China
2021-10-12,23.55,245730000000.0,Language & Audio,Inspur,China
2021-10-12,21.02,220000000.0,Language & Audio,"University of Southern California,Google",United States
2021-10-11,23.93,530000000000.0,Language & Audio,"Microsoft,NVIDIA",United States
2021-10-08,21.74,10000000000000.0,Multimodal,Alibaba,China
2021-09-28,22.46,2200000000.0,Language & Audio,Microsoft,United States
2021-09-20,22.0,11000000000.0,Language & Audio,Baidu,China
2021-09-15,21.04,3000000000000.0,Language & Audio,Facebook,United States
2021-09-14,20.86,45000000.0,Science & Engineering,NVIDIA,United States
2021-09-09,19.44,247000512.0,Language & Audio,"Carnegie Mellon University (CMU),University of California San Diego",United States
2021-09-06,18.44,149697024.0,Language & Audio,Peking University,China
2021-09-03,24.31,137000000000.0,Language & Audio,Google Research,United States
2021-09-01,22.08,124000000.0,Language & Audio,"Universidade de Lisboa (ULisboa),DeepMind",Europe
2021-08-27,20.91,1300000000.0,Language & Audio,"University of Washington,Facebook AI Research,Allen Institute for AI",United States
2021-08-17,22.53,10700000000.0,Language & Audio,Facebook AI Research,United States
2021-08-17,22.2,3000000000.0,Science & Engineering,"Tsinghua University,Beijing Academy of Artificial Intelligence / BAAI,Tencent",China
2021-08-15,20.03,110000000.0,Science & Engineering,Northeastern University,United States
2021-08-13,21.38,1500000000.0,Language & Audio,Microsoft,United States
2021-08-13,20.04,117000000.0,Language & Audio,Microsoft,United States
2021-08-11,20.9,3200000000.0,Multimodal,"Chinese Academy of Sciences,Wuhan AI Computing Center",China
2021-08-06,20.8,99100000.0,Vision & Media,Megvii Inc,China
2021-08-05,16.39,40000000.0,Language & Audio,"University of California Los Angeles (UCLA),University of Utah",United States
2021-07-29,22.26,1300000000.0,Vision & Media,"Facebook AI Research,INRIA",United States
2021-07-27,22.38,3472816.0,Robotics & Games,DeepMind,Europe
2021-07-27,21.74,1000000000.0,Language & Audio,Facebook AI Research,United States
2021-07-07,22.87,12000000000.0,Language & Audio,OpenAI,United States
2021-07-05,22.35,10000000000.0,Language & Audio,Baidu,China
2021-07-01,17.87,1900000.0,Science & Engineering,Technical University of Munich,Europe
2021-06-28,19.46,98000000.0,Language & Audio,"Carnegie Mellon University (CMU),Intel Labs",United States
2021-06-28,19.93,247000000.00000003,Language & Audio,"Microsoft Research Asia,Soochow University",China
2021-06-24,22.56,11000000000.0,Language & Audio,"Tsinghua University,Beijing Academy of Artificial Intelligence / BAAI",China
2021-06-24,17.15,12427904.0,Science & Engineering,"IBM,Texas A&M",United States
2021-06-23,19.98,208000000.0,Vision & Media,"Google,Google Brain",United States
2021-06-21,21.23,2230000.0,Vision & Media,"NVIDIA,Aalto University",United States
2021-06-21,21.39,1580000.0,Vision & Media,"NVIDIA,Aalto University",United States
2021-06-11,22.41,820000000.0,Multimodal,Google Research,United States
2021-06-11,19.89,256000000.0,Vision & Media,University of California (UC) Berkeley,United States
2021-06-11,18.04,44600000.0,Language & Audio,"IDSIA,SUPSI,King Abdullah University of Science and Technology (KAUST)",Europe
2021-06-10,22.41,1500000000.0,Language & Audio,Microsoft,United States
2021-06-09,22.63,2440000000.0,Vision & Media,"Google,Google Research,Google Brain",United States
2021-06-08,22.77,1843000000.0,Vision & Media,"Google Brain,Google Research",United States
2021-06-04,14.35,2040000.0,Language & Audio,University of Sheffield,Europe
2021-06-04,15.81,13600000.0,Language & Audio,University of Sheffield,Europe
2021-06-02,21.69,760000000.0,Language & Audio,OpenAI,United States
2021-05-31,24.19,1750000000000.0,Multimodal,Beijing Academy of Artificial Intelligence / BAAI,China
2021-05-28,22.91,12900000000.0,Language & Audio,"Google,Google Research",United States
2021-05-26,19.38,90100000.0,Vision & Media,"Google Cloud,Google Research",United States
2021-05-26,22.43,4000000000.0,Vision & Media,"Tsinghua University,Alibaba DAMO Academy",China
2021-05-25,20.45,340000000.0,Language & Audio,"Meituan University,Beijing University of Posts and Telecommunications",China
2021-05-20,18.98,17000000.0,Science & Engineering,"Peng Cheng Laboratory,University of Texas at Houston",China
2021-05-11,21.79,559000000.0,Vision & Media,OpenAI,United States
2021-05-04,22.87,11000000000.0,Science & Engineering,"Technical University of Munich,Med AI Technology,NVIDIA,Oak Ridge National Laboratory,Google,Seoul National University",Europe
2021-05-04,22.57,11000000000.0,Science & Engineering,"Technical University of Munich,Med AI Technology,NVIDIA,Oak Ridge National Laboratory,Google,Seoul National University",Europe
2021-05-04,22.59,420000000.0,Science & Engineering,"Technical University of Munich,NVIDIA,Seoul National University,Google,Oak Ridge National Laboratory,Med AI Technology",Europe
2021-05-04,21.86,420000000.0,Science & Engineering,"Technical University of Munich,NVIDIA,Seoul National University,Google,Oak Ridge National Laboratory,Med AI Technology",Europe
2021-05-04,22.27,3000000000.0,Science & Engineering,"Technical University of Munich,Med AI Technology,NVIDIA,Oak Ridge National Laboratory,Google,Seoul National University",Europe
2021-05-03,20.58,246000000.0,Language & Audio,INRIA,Europe
2021-05-01,22.18,6053381344.0,Language & Audio,"EleutherAI,LAION",United States
2021-04-29,20.32,85000000.0,Vision & Media,"INRIA,Facebook AI Research",Europe
2021-04-25,22.71,207000000000.0,Language & Audio,Huawei Noah's Ark Lab,China
2021-04-20,19.48,247000000.0,Language & Audio,Meta AI,United States
2021-04-19,22.56,27000000000.0,Language & Audio,Alibaba,China
2021-04-08,18.28,148000000.0,Language & Audio,University of Massachusetts Amherst,United States
2021-03-24,19.44,450000000.0,Language & Audio,"University of Washington,Microsoft,DeepMind,Allen Institute for AI",United States
2021-03-24,19.13,668893184.0,Language & Audio,"University of Washington,Microsoft,DeepMind",United States
2021-03-24,19.14,668893184.0,Language & Audio,"University of Washington,Microsoft,DeepMind",United States
2021-03-21,21.9,2700000000.0,Language & Audio,EleutherAI,United States
2021-03-18,21.69,10000000000.0,Language & Audio,"Tsinghua University,Beijing Academy of Artificial Intelligence / BAAI,Massachusetts Institute of Technology (MIT),Shanghai Qi Zhi institute",China
2021-03-16,21.26,125000000.0,Vision & Media,OpenAI,United States
2021-03-13,22.25,192000000.0,Vision & Media,"Google Brain,University of California (UC) Berkeley",United States
2021-03-05,21.74,1002700000000.0,Multimodal,Alibaba,China
2021-03-05,22.16,9431810048.0,Language & Audio,Facebook AI Research,United States
2021-03-05,21.65,736000000.0,Vision & Media,DeepMind,Europe
2021-03-04,18.63,60000000.0,Science & Engineering,"Vilnius University,Chalmers University of Technology",Europe
2021-03-03,18.85,242000000.0,Language & Audio,"University of Washington,DeepMind,Allen Institute for AI,Hebrew University of Jerusalem,The University of Hong Kong",United States
2021-03-01,20.06,11300000000.0,Multimodal,Beijing Academy of Artificial Intelligence / BAAI,China
2021-03-01,21.86,1000000000.0,Multimodal,Beijing Academy of Artificial Intelligence / BAAI,China
2021-03-01,22.68,480000000.0,Vision & Media,"Google Brain,Google AI",United States
2021-02-24,19.33,234000000.0,Language & Audio,ASAPP,United States
2021-02-24,19.41,148000000.0,Language & Audio,ASAPP,United States
2021-02-24,19.55,225000000.0,Language & Audio,ASAPP,United States
2021-02-22,18.59,90000000.0,Language & Audio,IDSIA,Europe
2021-02-22,18.24,40000000.0,Language & Audio,"IDSIA,SUPSI",Europe
2021-02-13,21.74,100000000.0,Science & Engineering,"Facebook AI Research,University of California (UC) Berkeley,New York University (NYU)",United States
2021-02-09,18.75,2676376.0,Science & Engineering,"University of Washington,Microsoft Research",United States
2021-01-22,16.07,25200000.0,Language & Audio,"Eindhoven University of Technology,University of Twente",Europe
2021-01-15,19.9,86000000.0,Vision & Media,"Meta AI,Sorbonne University",United States
2021-01-11,22.91,1571000000000.0,Language & Audio,Google,United States
2021-01-11,20.81,2600000000.0,Language & Audio,Beijing Academy of Artificial Intelligence / BAAI,China
2021-01-05,22.67,12000000000.0,Vision & Media,OpenAI,United States
2021-01-05,22.02,370000000.0,Multimodal,OpenAI,United States
2021-01-05,16.76,24000000.0,Language & Audio,Google Research,United States
2020-12-31,18.48,247000000.0,Language & Audio,"University of Washington,Facebook AI Research,Allen Institute for AI",United States
2020-12-31,19.48,247000000.00000003,Language & Audio,Baidu,China
2020-12-31,18.24,151000000.0,Language & Audio,Baidu,China
2020-12-25,17.73,45000000.0,Language & Audio,"Google,National Tsing Hua University",United States
2020-12-15,21.71,652400000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-12-01,20.42,2600000000.0,Language & Audio,"Tsinghua University,Beijing Academy of Artificial Intelligence / BAAI",China
2020-11-30,21.48,93000000.0,Science & Engineering,DeepMind,Europe
2020-11-23,21.22,125000000.0,Language & Audio,"Tsinghua University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),HEC,CIFAR AI Research,Princeton University,University of Montreal / Université de Montréal",China
2020-11-16,17.85,37000000.0,Language & Audio,"IDSIA,Microsoft Research",Europe
2020-10-22,21.63,632000000.0,Vision & Media,"Google Brain,Google Research",United States
2020-10-22,21.59,317000000.0,Language & Audio,Facebook,United States
2020-10-21,21.35,335000000.0,Language & Audio,"deepset,Bayerische Staatsbibliothek Muenchen",Europe
2020-10-21,21.15,335000000.0,Language & Audio,"deepset,Bayerische Staatsbibliothek Muenchen",Europe
2020-10-20,21.88,1000000000.0,Language & Audio,"Google,Google Research,Google Brain",United States
2020-10-20,22.91,13000000000.0,Language & Audio,"Google,Google Research",United States
2020-10-16,18.6,67000000.0,Language & Audio,"Huazhong University of Science and Technology,Huawei Noah's Ark Lab,Huawei",China
2020-10-14,19.08,76200000.0,Language & Audio,"UC Davis,Westlake University,Facebook AI",United States
2020-10-02,22.26,483000000.0,Language & Audio,"University of Washington,National Institute of Informatics",United States
2020-09-01,18.99,44000000.0,Science & Engineering,"University of Illinois Urbana-Champaign (UIUC),Reed College",United States
2020-08-31,20.64,669200000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-08-31,20.68,669200000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-08-31,20.15,669200000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-08-31,19.75,85100000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-08-31,19.45,42600000.0,Science & Engineering,"Facebook AI Research,New York University (NYU)",United States
2020-08-16,20.9,124000000.0,Language & Audio,"Toyota Technological Institute at Chicago,University of Chicago",United States
2020-08-06,20.3,340000000.0,Language & Audio,Baidu,China
2020-08-03,18.58,99000000.0,Language & Audio,"University of Washington,Allen Institute for AI,Facebook AI Research",United States
2020-08-02,22.16,610000000.0,Language & Audio,Facebook AI,United States
2020-07-01,20.48,1000000000000.0,Language & Audio,Meta AI,United States
2020-06-30,22.68,2300000000.0,Language & Audio,Google,United States
2020-06-30,22.12,600000000000.0,Language & Audio,Google,United States
2020-06-22,22.08,6660000000.0,Language & Audio,OpenAI,United States
2020-06-22,21.38,1320000000.0,Language & Audio,OpenAI,United States
2020-06-22,20.35,125000000.0,Language & Audio,OpenAI,United States
2020-06-22,20.81,356000000.0,Language & Audio,OpenAI,United States
2020-06-22,21.14,760000000.0,Language & Audio,OpenAI,United States
2020-06-22,21.68,2650000000.0,Language & Audio,OpenAI,United States
2020-06-22,22.36,12850000000.0,Language & Audio,OpenAI,United States
2020-06-17,22.52,6801000000.0,Multimodal,OpenAI,United States
2020-06-17,21.95,1362000000.0,Multimodal,OpenAI,United States
2020-06-01,18.2,85500000.0,Language & Audio,"NERSC, Lawrence Berkeley National Laboratory,University of California (UC) Berkeley",United States
2020-05-28,23.5,174600000000.0,Language & Audio,OpenAI,United States
2020-05-28,22.08,6700000000.0,Language & Audio,"Microsoft,OpenAI",United States
2020-05-26,20.6,60000000.0,Vision & Media,Facebook,United States
2020-05-21,16.16,69000000.0,Language & Audio,Stanford University,United States
2020-05-12,17.14,25000000.0,Language & Audio,"Westlake University,Institute for Advanced Study,McGill University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),CIFAR AI Research,University of Montreal / Université de Montréal",China
2020-05-06,18.46,156000000.0,Language & Audio,"Northeastern University (China),Chinese Academy of Sciences,NiuTrans Research,Kingsoft",China
2020-05-02,19.22,11000000000.0,Language & Audio,"Allen Institute for AI,University of Washington",United States
2020-04-29,20.79,7700000.0,Vision & Media,"MIT-IBM Watson AI Lab,Massachusetts Institute of Technology (MIT),IBM",United States
2020-04-04,14.44,1010000.0,Language & Audio,"Pennsylvania State University,Rochester Institute of Technology",United States
2020-03-24,18.98,225000000.0,Science & Engineering,Google,United States
2020-03-23,21.49,335000000.0,Language & Audio,"Stanford University,Google,Google Brain",United States
2020-03-17,18.2,85300000.0,Language & Audio,University of California (UC) Berkeley,United States
2020-03-15,18.39,672080.0,Science & Engineering,"University of Washington,Microsoft Research",United States
2020-03-13,20.57,1200000000.0,Science & Engineering,"Salesforce Research,Stanford University",United States
2020-03-11,19.42,151000000.0,Language & Audio,"University of California Los Angeles (UCLA),JD.com",United States
2020-03-02,16.42,24000000.0,Language & Audio,"University of Oxford,University of Bristol,University of Cambridge",Europe
2020-02-21,18.89,126000000.0,Language & Audio,"LORIA,University of Lorraine,Facebook AI Research",Europe
2020-02-14,19.53,220000000.0,Language & Audio,Google,United States
2020-02-13,22.2,17000000000.0,Language & Audio,Microsoft,United States
2020-02-09,21.38,235000000.0,Language & Audio,"Toyota Technological Institute at Chicago,Google",United States
2020-01-28,23.05,2600000000.0,Language & Audio,Google Brain,United States
2020-01-15,20.0,16340840.0,Science & Engineering,DeepMind,Europe
2019-12-17,19.61,93000000.0,Science & Engineering,Technical University of Munich,Europe
2019-12-13,22.83,159000000.0,Robotics & Games,OpenAI,United States
2019-12-13,22.11,159000000.0,Robotics & Games,OpenAI,United States
2019-12-05,18.37,75000000.0,Language & Audio,"Beijing University of Posts and Telecommunications,University of West London",China
2019-12-05,17.29,32300000.0,Language & Audio,"Beijing University of Posts and Telecommunications,University of West London",China
2019-12-05,16.77,21300000.0,Language & Audio,"Beijing University of Posts and Telecommunications,University of West London",China
2019-12-02,14.44,2550000.0,Language & Audio,"Numenta,Incubator 491",United States
2019-11-27,18.24,141000000.0,Language & Audio,"University of Washington,Allen Institute for AI",United States
2019-11-20,18.86,30100000.0,Language & Audio,"Zhejiang University (ZJU),Microsoft Research",China
2019-11-19,19.68,36864000.0,Robotics & Games,DeepMind,Europe
2019-11-11,22.42,480000000.0,Vision & Media,"Carnegie Mellon University (CMU),Google",United States
2019-11-10,19.37,209000000.0,Language & Audio,"Allen Institute for AI,Facebook AI Research",United States
2019-11-10,20.92,335000000.0,Language & Audio,"Facebook,INRIA,Sorbonne University",United States
2019-11-08,17.83,29500000.0,Vision & Media,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Europe
2019-11-05,22.32,550000000.0,Language & Audio,Facebook AI,United States
2019-11-01,19.48,247000000.00000003,Language & Audio,"Stanford University,Facebook AI Research",United States
2019-10-30,23.03,139000000.0,Robotics & Games,DeepMind,Europe
2019-10-23,21.95,2800000000.0,Language & Audio,Google,United States
2019-10-23,22.52,11000000000.0,Language & Audio,Google,United States
2019-10-20,16.36,48000000.0,Language & Audio,"Tsinghua University,Beijing University of Posts and Telecommunications,Huawei Noah's Ark Lab",China
2019-10-16,18.44,65000000.0,Language & Audio,"University of Edinburgh,University of Zurich",Europe
2019-10-15,20.93,27769565.0,Robotics & Games,OpenAI,United States
2019-10-02,17.95,5400000.0,Vision & Media,"Facebook AI Research,Brown University",United States
2019-10-02,19.09,66000000.0,Language & Audio,Hugging Face,United States
2019-09-17,22.34,3900000000.0,Language & Audio,NVIDIA,United States
2019-09-17,21.96,8300000000.0,Language & Audio,NVIDIA,United States
2019-09-17,18.06,1600000.0,Robotics & Games,OpenAI,United States
2019-09-17,21.37,2500000000.0,Language & Audio,NVIDIA,United States
2019-09-17,20.53,355000000.0,Language & Audio,NVIDIA,United States
2019-09-17,22.05,1200000000.0,Language & Audio,NVIDIA,United States
2019-09-06,19.29,38000000.0,Vision & Media,Massachusetts Institute of Technology (MIT),United States
2019-09-04,17.8,28303800.0,Science & Engineering,Fraunhofer Heinrich Hertz Institute,Europe
2019-09-03,17.91,110000000.0,Language & Audio,"Carnegie Mellon University (CMU),Intel Labs",United States
2019-07-12,15.94,15800000.0,Language & Audio,"Michigan State University,TAL Education Group (Xueersi)",United States
2019-07-02,19.07,133000000.0,Language & Audio,Facebook AI Research,United States
2019-07-01,21.93,355000000.0,Language & Audio,"Facebook,University of Washington",United States
2019-07-01,21.19,125000000.0,Language & Audio,"Facebook,University of Washington",United States
2019-06-24,18.68,257000000.0,Language & Audio,"Tianjin University,Microsoft Research Asia,Beijing Institute of Technology",China
2019-06-24,19.38,160000000.0,Language & Audio,"Tianjin University,Microsoft Research Asia,Beijing Institute of Technology",China
2019-06-24,15.3,12000000.0,Language & Audio,"Tianjin University,Microsoft Research Asia,Beijing Institute of Technology",China
2019-06-24,18.2,85300000.0,Language & Audio,"Tianjin University,Microsoft Research Asia,Beijing Institute of Technology",China
2019-06-19,19.48,38000000.0,Science & Engineering,"University of California (UC) Berkeley,Covariant,Google,Chan Zuckerberg Initiative",United States
2019-06-10,17.5,35000000.0,Language & Audio,University of Texas at Austin,United States
2019-06-04,20.58,257000000.0,Language & Audio,"Massachusetts Institute of Technology (MIT),University of Illinois Urbana-Champaign (UIUC)",United States
2019-06-01,21.79,340000000.0,Language & Audio,"Carnegie Mellon University (CMU),Google Brain",United States
2019-05-31,18.6,100000000000.0,Language & Audio,Facebook AI,United States
2019-05-29,21.67,1500000000.0,Language & Audio,University of Washington,United States
2019-05-29,21.18,5200000.0,Vision & Media,Google,United States
2019-05-29,21.18,4900000.0,Vision & Media,Google,United States
2019-05-14,17.61,34000000.0,Language & Audio,IDIAP,Europe
2019-04-25,20.34,2038431744.0,Language & Audio,OpenAI,United States
2019-04-23,18.61,95000000.0,Language & Audio,OpenAI,United States
2019-04-23,21.16,152000000.0,Vision & Media,OpenAI,United States
2019-04-20,20.19,395000000.0,Language & Audio,Amazon,United States
2019-04-10,17.66,8720.0,Science & Engineering,University of California San Diego,United States
2019-04-10,17.66,26128.0,Science & Engineering,University of California San Diego,United States
2019-04-10,17.66,26128.0,Science & Engineering,University of California San Diego,United States
2019-04-10,17.66,26128.0,Science & Engineering,University of California San Diego,United States
2019-04-08,18.55,23000000.0,Language & Audio,Amazon,United States
2019-04-08,17.86,23000000.0,Language & Audio,Amazon,United States
2019-04-01,19.5,247000000.00000003,Language & Audio,"Facebook AI Research,Google Brain",United States
2019-03-26,19.34,18200000.0,Science & Engineering,Harvard University,United States
2019-03-26,19.95,110000000.0,Language & Audio,Allen Institute for AI,United States
2019-02-27,19.37,2500000.0,Robotics & Games,Jane Street,United States
2019-02-14,21.28,1500000000.0,Language & Audio,OpenAI,United States
2019-02-14,20.9,124000000.0,Language & Audio,OpenAI,United States
2019-02-14,21.69,774000000.0,Language & Audio,OpenAI,United States
2019-02-14,21.36,355000000.0,Language & Audio,OpenAI,United States
2019-02-06,16.52,66000000.0,Language & Audio,"Samsung R&D Institute Russia,National Research University Higher School of Economics",Europe
2019-02-01,18.63,764000.0,Robotics & Games,"DeepMind,University of Oxford,Carnegie Mellon University (CMU),Google Brain",Europe
2019-01-09,20.58,257000000.0,Language & Audio,"Carnegie Mellon University (CMU),Google Brain",United States
2019-01-04,17.67,36500000.0,Vision & Media,University of Freiburg,Europe
2018-12-12,16.59,26200000.0,Vision & Media,NVIDIA,United States
2018-11-12,16.71,46000000.0,Language & Audio,Samsung R&D Institute Russia,Europe
2018-11-05,20.21,4900000000.0,Language & Audio,Google Brain,United States
2018-11-05,19.84,2900000000.0,Language & Audio,Google Brain,United States
2018-10-15,18.44,180000000.0,Language & Audio,"Carnegie Mellon University (CMU),Bosch Center for Artificial Intelligence,Intel Labs",United States
2018-10-11,20.45,340000000.0,Language & Audio,Google,United States
2018-09-28,21.26,112694781.0,Vision & Media,"Heriot-Watt University,DeepMind",Europe
2018-09-28,19.65,247000000.0,Language & Audio,Facebook AI Research,United States
2018-09-24,14.99,2100000.0,Language & Audio,"KU Leuven,ESAT - PSI,Apple",Europe
2018-09-17,19.04,90000000.0,Language & Audio,"ASAPP,Cornell University,Google,Princeton University",United States
2018-08-14,17.61,60852800.0,Language & Audio,IBM,United States
2018-08-13,16.08,53477376.0,Language & Audio,"Tsinghua University,University of California Los Angeles (UCLA)",China
2018-08-01,20.33,3181588.0,Robotics & Games,OpenAI,United States
2018-07-10,17.39,77360000.0,Vision & Media,IBM,United States
2018-07-10,19.8,77360000.0,Vision & Media,IBM,United States
2018-07-10,17.63,3320000.0,Language & Audio,IBM,United States
2018-07-03,19.54,126001330.0,Robotics & Games,DeepMind,Europe
2018-06-27,19.14,1200000.0,Multimodal,"Google Brain,University of California (UC) Berkeley",United States
2018-06-24,17.51,33000000.0,Language & Audio,"DeepMind,Carnegie Mellon University (CMU)",Europe
2018-06-01,19.24,117000000.0,Language & Audio,OpenAI,United States
2018-05-22,16.86,32000000.0,Language & Audio,"University of Manchester,Alan Turing Institute",Europe
2018-05-22,16.38,24000000.0,Language & Audio,University of Manchester,Europe
2018-05-03,17.1,51000000.0,Language & Audio,"Columbia University,New York University (NYU),Princeton University",United States
2018-05-03,17.1,51000000.0,Language & Audio,"Columbia University,New York University (NYU),Princeton University",United States
2018-05-03,16.69,22000000.0,Language & Audio,"Columbia University,New York University (NYU),Princeton University",United States
2018-05-03,16.49,13000000.0,Language & Audio,"Columbia University,New York University (NYU),Princeton University",United States
2018-05-03,16.75,51000000.0,Language & Audio,"Columbia University,New York University (NYU),Princeton University",United States
2018-05-02,21.94,829000000.0,Vision & Media,Facebook,United States
2018-04-27,16.32,87600000.0,Language & Audio,Northwestern University,United States
2018-04-26,19.26,378900000.0,Language & Audio,Google AI,United States
2018-04-08,19.13,56933216.0,Vision & Media,University of Washington,United States
2018-03-27,19.52,530442240.0,Language & Audio,"DeepMind,University College London (UCL)",Europe
2018-03-22,17.77,151000000.0,Language & Audio,Salesforce Research,United States
2018-02-09,16.3,24000000.0,Language & Audio,"Google Brain,Carnegie Mellon University (CMU),Stanford University",United States
2018-02-05,20.59,469000000.0,Vision & Media,Google Brain,United States
2018-02-05,20.23,1600000.0,Robotics & Games,DeepMind,Europe
2018-02-01,15.52,94000000.0,Language & Audio,"University of Washington,Allen Institute for AI",United States
2018-02-01,17.84,135000000.0,Language & Audio,Salesforce Research,United States
2018-01-18,17.44,441000000.0,Language & Audio,"University of San Francisco,Insight Centre NUI Galway,Fast.ai",United States
2018-01-01,14.7,13275200.0,Language & Audio,Northwestern University,United States
2017-12-05,15.13,6020000.0,Language & Audio,"Tsinghua University,Stanford University,NVIDIA",China
2017-12-02,19.82,86100000.0,Vision & Media,"Johns Hopkins University,Google AI,Stanford University",United States
2017-11-10,18.53,35000000.0,Language & Audio,Carnegie Mellon University (CMU),United States
2017-10-31,17.49,34000000.0,Language & Audio,"Jagiellonian University,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),University of Montreal / Université de Montréal",Europe
2017-10-18,20.81,46400244.0,Robotics & Games,DeepMind,Europe
2017-09-15,15.53,11100000.000000002,Language & Audio,"Duke University,Microsoft",United States
2017-08-07,18.32,53000000.0,Vision & Media,Facebook AI Research,United States
2017-08-07,17.47,33000000.0,Language & Audio,Salesforce Research,United States
2017-08-07,17.0,24000000.0,Language & Audio,Salesforce Research,United States
2017-07-19,16.11,23000000.0,Language & Audio,Ghent University,Europe
2017-07-19,15.89,14000000.0,Language & Audio,Ghent University,Europe
2017-07-10,20.93,44654504.0,Vision & Media,"Google Research,Carnegie Mellon University (CMU)",United States
2017-06-12,18.87,213000000.0,Language & Audio,"Google Research,Google Brain",United States
2017-03-28,17.67,60000000.0,Vision & Media,"University of Pittsburgh,Duke University",United States
2017-01-27,17.76,7800000.0,Language & Audio,"Facebook AI Research,University of Le Mans",United States
2017-01-23,19.97,8700000000.0,Language & Audio,"Jagiellonian University,Google Brain",Europe
2016-12-23,17.12,814464.0,Vision & Media,Max Planck Institute for Intelligent Systems,Europe
2016-12-22,15.48,42000000.0,Language & Audio,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Europe
2016-12-13,18.85,44500000.0,Vision & Media,Carnegie Mellon University (CMU),United States
2016-11-16,19.08,83000000.0,Vision & Media,"University of California San Diego,Facebook",United States
2016-11-05,21.34,37400000.0,Vision & Media,Google Brain,United States
2016-11-05,16.02,54000000.0,Language & Audio,Google Brain,United States
2016-11-05,18.54,2600000.0,Language & Audio,"University of Washington,Allen Institute for AI",United States
2016-11-04,16.33,51000000.0,Language & Audio,"Salesforce Research,Stanford University",United States
2016-10-07,20.64,22855952.0,Vision & Media,Google,United States
2016-09-26,21.82,278000000.0,Language & Audio,Google,United States
2016-09-26,15.87,21000000.0,Language & Audio,"MetaMind Inc,Salesforce",United States
2016-09-26,16.21,21000000.0,Language & Audio,"MetaMind Inc,Salesforce",United States
2016-09-26,15.85,20000000.0,Language & Audio,MetaMind Inc,United States
2016-09-26,15.2,21000000.0,Language & Audio,MetaMind Inc,United States
2016-09-22,17.0,84000000.0,Language & Audio,Harvard University,United States
2016-08-12,16.81,82130304.0,Vision & Media,Google DeepMind,United States
2016-07-12,15.55,32000000.0,Language & Audio,"ETH Zurich,IDSIA",Europe
2016-07-12,17.11,23000000.0,Language & Audio,"ETH Zurich,IDSIA",Europe
2016-02-11,20.01,1040000000.0,Language & Audio,Google Brain,United States
