Region,Job Title,Job Openings (2024),Projected Openings (2030),Automation Risk (%),AI Impact Level,Job Status,Required Education,Job Growth,Sector
China,Quantity surveyor,1639,522,49.26,Low,Decreasing,Master’s Degree,-1117,Industrial & Logistics
China,Quarry manager,6550,6081,1.18,High,Decreasing,PhD,-469,Industrial & Logistics
China,Race relations officer,5600,338,86.85,Low,Decreasing,Bachelor’s Degree,-5262,Industrial & Logistics
China,Radiation protection practitioner,1448,4317,88.34,Moderate,Decreasing,Bachelor’s Degree,2869,Industrial & Logistics
China,Radio producer,1343,6067,23.59,High,Increasing,Associate Degree,4724,Industrial & Logistics
China,"Radiographer, diagnostic",2016,8501,29.1,Low,Increasing,High School,6485,Industrial & Logistics
China,"Radiographer, therapeutic",6821,6182,74.54,Moderate,Decreasing,PhD,-639,Industrial & Logistics
China,Records manager,1416,2068,34.64,Moderate,Increasing,PhD,652,Industrial & Logistics
China,Recycling officer,14949,18931,60.05,Low,Decreasing,Associate Degree,3982,Industrial & Logistics
China,Regulatory affairs officer,8491,4865,91.96,Low,Increasing,PhD,-3626,Industrial & Logistics
China,"Research officer, government",4702,4827,63.06,High,Increasing,High School,125,Industrial & Logistics
China,"Research officer, political party",5506,6058,91.54,Low,Decreasing,Associate Degree,552,Industrial & Logistics
China,Research scientist (life sciences),4077,3999,89.87,Low,Decreasing,Master’s Degree,-78,Industrial & Logistics
China,Research scientist (maths),7011,1780,20.94,Moderate,Decreasing,PhD,-5231,Industrial & Logistics
China,Research scientist (physical sciences),10211,13382,43.56,Moderate,Decreasing,Bachelor’s Degree,3171,Industrial & Logistics
China,"Restaurant manager, fast food",2568,7596,44.99,High,Decreasing,PhD,5028,Industrial & Logistics
China,Retail manager,1605,2560,67.34,Moderate,Decreasing,PhD,955,Industrial & Logistics
China,Risk manager,8247,2807,53.15,Low,Increasing,High School,-5440,Industrial & Logistics
China,Sales promotion account executive,315,7190,99.28,Low,Decreasing,PhD,6875,Industrial & Logistics
China,Scientific laboratory technician,4952,8505,40.2,Low,Increasing,High School,3553,Industrial & Logistics
China,"Scientist, biomedical",12120,17322,53.49,Moderate,Decreasing,High School,5202,Industrial & Logistics
China,"Scientist, clinical (histocompatibility and immunogenetics)",18571,20691,21.72,Low,Decreasing,PhD,2120,Industrial & Logistics
China,"Scientist, physiological",6102,9004,73.89,High,Increasing,High School,2902,Industrial & Logistics
China,"Scientist, research (life sciences)",5463,9894,74.81,High,Increasing,High School,4431,Industrial & Logistics
China,"Scientist, research (medical)",615,8406,86.88,Moderate,Increasing,Bachelor’s Degree,7791,Industrial & Logistics
China,"Scientist, research (physical sciences)",10702,8583,70.86,High,Increasing,Master’s Degree,-2119,Industrial & Logistics
China,Secondary school teacher,3905,3728,10.5,High,Decreasing,PhD,-177,Industrial & Logistics
China,"Secretary, company",8728,807,74.07,Moderate,Increasing,Bachelor’s Degree,-7921,Industrial & Logistics
China,Secretary/administrator,6215,4322,35.91,Low,Increasing,PhD,-1893,Industrial & Logistics
China,Set designer,9614,5424,52.89,Low,Increasing,Master’s Degree,-4190,Industrial & Logistics
China,Site engineer,2162,6342,3.11,Low,Decreasing,Master’s Degree,4180,Industrial & Logistics
China,Social worker,3468,3544,80.95,High,Decreasing,PhD,76,Industrial & Logistics
China,Soil scientist,6863,3118,59.27,Low,Decreasing,Master’s Degree,-3745,Industrial & Logistics
China,Solicitor,8186,1337,87.53,Moderate,Decreasing,Associate Degree,-6849,Industrial & Logistics
China,"Solicitor, Scotland",5325,10223,67.9,High,Decreasing,Associate Degree,4898,Industrial & Logistics
China,"Sound technician, broadcasting/film/video",21592,21062,63.85,High,Increasing,Bachelor’s Degree,-530,Industrial & Logistics
China,Special effects artist,14891,11253,48.24,High,Decreasing,PhD,-3638,Industrial & Logistics
China,Sport and exercise psychologist,5754,16828,26.7,High,Decreasing,High School,11074,Industrial & Logistics
China,Sports administrator,3625,1215,11.46,Low,Decreasing,Associate Degree,-2410,Industrial & Logistics
China,Sports development officer,16058,11850,36.3,High,Increasing,PhD,-4208,Industrial & Logistics
China,Sports therapist,4480,987,60.88,Low,Decreasing,Master’s Degree,-3493,Industrial & Logistics
China,Stage manager,9258,5077,0.12,Low,Increasing,PhD,-4181,Industrial & Logistics
China,Statistician,639,4396,42.82,High,Decreasing,High School,3757,Industrial & Logistics
China,Structural engineer,13527,6886,48.96,Low,Increasing,High School,-6641,Industrial & Logistics
China,"Surveyor, building control",7113,5809,60.26,Moderate,Decreasing,PhD,-1304,Industrial & Logistics
China,"Surveyor, commercial/residential",6730,5264,50.92,Low,Decreasing,High School,-1466,Industrial & Logistics
China,"Surveyor, insurance",8925,1745,71.7,High,Increasing,Master’s Degree,-7180,Industrial & Logistics
China,"Surveyor, mining",15377,13966,33.54,Low,Increasing,Master’s Degree,-1411,Industrial & Logistics
China,Systems developer,11811,5283,48.2,Moderate,Decreasing,Master’s Degree,-6528,Industrial & Logistics
China,Tax inspector,8407,3893,45.9,Moderate,Increasing,Master’s Degree,-4514,Industrial & Logistics
China,"Teacher, English as a foreign language",4818,7119,84.83,Low,Decreasing,High School,2301,Industrial & Logistics
China,"Teacher, adult education",8982,1327,15.36,Moderate,Decreasing,PhD,-7655,Industrial & Logistics
China,"Teacher, primary school",8216,14613,61.57,Low,Decreasing,Master’s Degree,6397,Industrial & Logistics
China,"Teacher, secondary school",10742,6585,58.46,Low,Increasing,Associate Degree,-4157,Industrial & Logistics
China,"Teacher, special educational needs",11065,9857,41.02,High,Decreasing,PhD,-1208,Industrial & Logistics
China,Teaching laboratory technician,1092,9105,83.31,High,Increasing,High School,8013,Industrial & Logistics
China,Technical sales engineer,12342,16794,30.87,High,Decreasing,PhD,4452,Industrial & Logistics
China,Telecommunications researcher,7224,9835,43.41,Moderate,Increasing,High School,2611,Industrial & Logistics
China,Television floor manager,3632,1203,34.39,Low,Increasing,PhD,-2429,Industrial & Logistics
China,Television production assistant,2160,2346,4.47,High,Increasing,Bachelor’s Degree,186,Industrial & Logistics
China,Television/film/video producer,4315,7147,49.58,High,Increasing,Associate Degree,2832,Industrial & Logistics
China,Theatre director,7857,4723,52.47,Low,Decreasing,Associate Degree,-3134,Industrial & Logistics
China,Theme park manager,1096,3453,76.72,High,Increasing,PhD,2357,Industrial & Logistics
China,Therapeutic radiographer,9708,9597,53.19,High,Decreasing,High School,-111,Industrial & Logistics
China,"Therapist, drama",1958,1184,80.16,High,Increasing,Master’s Degree,-774,Industrial & Logistics
China,"Therapist, horticultural",7653,1305,36.11,High,Increasing,Bachelor’s Degree,-6348,Industrial & Logistics
China,"Therapist, music",18637,24198,70.44,Moderate,Increasing,Master’s Degree,5561,Industrial & Logistics
China,"Therapist, nutritional",1127,14884,50.54,Low,Decreasing,Associate Degree,13757,Industrial & Logistics
China,Tour manager,15462,14428,52.76,Low,Decreasing,Associate Degree,-1034,Industrial & Logistics
China,Town planner,4230,1156,4.07,Low,Increasing,Master’s Degree,-3074,Industrial & Logistics
China,Toxicologist,8841,7152,78.81,High,Increasing,Master’s Degree,-1689,Industrial & Logistics
China,Translator,9924,3773,11.86,Low,Decreasing,High School,-6151,Industrial & Logistics
China,Transport planner,11785,9179,39.55,Moderate,Decreasing,Master’s Degree,-2606,Industrial & Logistics
China,Travel agency manager,5362,2577,68.83,High,Decreasing,Master’s Degree,-2785,Industrial & Logistics
China,Video editor,17761,13657,15.13,Low,Increasing,Bachelor’s Degree,-4104,Industrial & Logistics
China,Warehouse manager,5962,3267,3.42,Low,Decreasing,PhD,-2695,Industrial & Logistics
China,Waste management officer,13297,10714,79.36,Moderate,Increasing,PhD,-2583,Industrial & Logistics
China,Water quality scientist,14967,16493,68.09,High,Decreasing,Associate Degree,1526,Industrial & Logistics
China,Wellsite geologist,5543,6852,45.1,High,Decreasing,High School,1309,Industrial & Logistics
China,Youth worker,10182,14913,24.67,Moderate,Increasing,Bachelor’s Degree,4731,Industrial & Logistics
Europe,Academic librarian,7659,12199,43.95,High,Increasing,Bachelor’s Degree,4540,Software & Platform
Europe,"Accountant, chartered",14793,7642,42.78,Moderate,Decreasing,Associate Degree,-7151,Software & Platform
Europe,"Accountant, chartered certified",11467,8271,27.34,High,Decreasing,Master’s Degree,-3196,Software & Platform
Europe,"Accountant, chartered management",10990,17855,32.13,Low,Increasing,Master’s Degree,6865,Software & Platform
Europe,"Accountant, chartered public finance",3179,3625,85.15,Low,Decreasing,Master’s Degree,446,Software & Platform
Europe,Accounting technician,1805,2190,7.67,Low,Decreasing,Master’s Degree,385,Software & Platform
Europe,Actor,13757,17903,49.01,Moderate,Decreasing,PhD,4146,Software & Platform
Europe,Actuary,15127,6980,50.66,Moderate,Decreasing,High School,-8147,Software & Platform
Europe,Acupuncturist,8593,10890,95.2,Moderate,Decreasing,Master’s Degree,2297,Software & Platform
Europe,Administrator,15295,12670,47.73,High,Increasing,Associate Degree,-2625,Software & Platform
Europe,"Administrator, arts",26443,16967,56.28,Low,Decreasing,PhD,-9476,Software & Platform
Europe,"Administrator, local government",6444,5920,26.9,Low,Increasing,Bachelor’s Degree,-524,Software & Platform
Europe,"Administrator, sports",5810,11073,52.64,High,Decreasing,Associate Degree,5263,Software & Platform
Europe,Adult guidance worker,5585,6019,48.04,Low,Increasing,Bachelor’s Degree,434,Software & Platform
Europe,Adult nurse,6044,10209,60.82,Moderate,Decreasing,High School,4165,Software & Platform
Europe,Advertising account planner,9193,9163,60.44,High,Decreasing,PhD,-30,Software & Platform
Europe,Advertising copywriter,23284,15894,62.01,Low,Decreasing,Master’s Degree,-7390,Software & Platform
Europe,Aeronautical engineer,14308,12187,54.68,High,Decreasing,Master’s Degree,-2121,Software & Platform
Europe,Agricultural consultant,5067,3411,75.54,Moderate,Decreasing,PhD,-1656,Software & Platform
Europe,Agricultural engineer,9827,8288,47.68,Moderate,Increasing,Associate Degree,-1539,Software & Platform
Europe,Aid worker,4254,15817,31.67,High,Increasing,Associate Degree,11563,Software & Platform
Europe,Air broker,7641,7803,48.66,Moderate,Decreasing,High School,162,Software & Platform
Europe,Air cabin crew,20615,19538,34.2,Moderate,Decreasing,Bachelor’s Degree,-1077,Software & Platform
Europe,Air traffic controller,5731,1498,64.84,Low,Increasing,High School,-4233,Software & Platform
Europe,Airline pilot,18202,10074,60.09,High,Increasing,Master’s Degree,-8128,Software & Platform
Europe,Amenity horticulturist,4866,10440,40.79,High,Increasing,High School,5574,Software & Platform
Europe,Analytical chemist,1704,6746,81.97,Moderate,Decreasing,PhD,5042,Software & Platform
Europe,Animal nutritionist,9520,8776,46.78,Low,Increasing,High School,-744,Software & Platform
Europe,Applications developer,4238,2486,30.68,Moderate,Decreasing,PhD,-1752,Software & Platform
Europe,Arboriculturist,1267,4913,3.34,Low,Decreasing,PhD,3646,Software & Platform
Europe,Archaeologist,8412,11329,64.18,Moderate,Decreasing,Master’s Degree,2917,Software & Platform
Europe,Architect,13030,21457,45.18,Moderate,Decreasing,Associate Degree,8427,Software & Platform
Europe,Archivist,8751,6560,95.31,Moderate,Increasing,Master’s Degree,-2191,Software & Platform
Europe,Armed forces logistics/support/administrative officer,7636,8913,57.76,Moderate,Increasing,PhD,1277,Software & Platform
Europe,Armed forces operational officer,1496,8234,7.96,High,Decreasing,Master’s Degree,6738,Software & Platform
Europe,Armed forces training and education officer,6583,1110,53.62,Moderate,Decreasing,Bachelor’s Degree,-5473,Software & Platform
Europe,Art therapist,6063,1653,22.75,High,Decreasing,Master’s Degree,-4410,Software & Platform
Europe,Artist,2518,12785,39.86,High,Decreasing,High School,10267,Software & Platform
Europe,Arts development officer,6969,19270,21.81,Low,Increasing,High School,12301,Software & Platform
Europe,Associate Professor,6986,11841,52.09,Low,Increasing,Associate Degree,4855,Software & Platform
Europe,Astronomer,10329,11349,24.26,Moderate,Decreasing,Master’s Degree,1020,Software & Platform
Europe,Automotive engineer,1192,5736,76.27,Moderate,Decreasing,High School,4544,Software & Platform
Europe,Banker,8555,1658,96.52,Low,Increasing,High School,-6897,Software & Platform
Europe,Barista,10708,9670,75.26,Low,Increasing,High School,-1038,Software & Platform
Europe,Barrister,6060,5726,39.73,High,Increasing,Associate Degree,-334,Software & Platform
Europe,Barrister's clerk,12091,14826,82.97,Moderate,Increasing,High School,2735,Software & Platform
Europe,Best boy,9083,3945,92.95,Low,Increasing,Associate Degree,-5138,Software & Platform
Europe,"Biochemist, clinical",11278,23712,29.66,Moderate,Decreasing,Associate Degree,12434,Software & Platform
Europe,Biomedical engineer,9028,4879,32.23,Low,Decreasing,Master’s Degree,-4149,Software & Platform
Europe,Biomedical scientist,9910,4393,49.8,High,Decreasing,PhD,-5517,Software & Platform
Europe,Bonds trader,9182,3471,43.72,Low,Decreasing,High School,-5711,Software & Platform
Europe,Bookseller,5479,5478,46.88,High,Decreasing,Associate Degree,-1,Software & Platform
Europe,Broadcast engineer,6143,9119,63.43,Moderate,Increasing,Bachelor’s Degree,2976,Software & Platform
Europe,Broadcast journalist,236,6339,92.99,Moderate,Increasing,Bachelor’s Degree,6103,Software & Platform
Europe,Broadcast presenter,6934,7662,69.04,Low,Increasing,Associate Degree,728,Software & Platform
Europe,Building control surveyor,12518,15654,62.62,Moderate,Increasing,Associate Degree,3136,Software & Platform
Europe,Building services engineer,4545,6657,6.66,High,Decreasing,Bachelor’s Degree,2112,Software & Platform
Europe,Building surveyor,5649,5528,28.71,High,Decreasing,High School,-121,Software & Platform
Europe,"Buyer, industrial",7850,11494,36.46,Low,Decreasing,High School,3644,Software & Platform
Europe,"Buyer, retail",7430,9679,58.67,Low,Increasing,PhD,2249,Software & Platform
Europe,Cabin crew,7937,3746,90.03,Low,Decreasing,PhD,-4191,Software & Platform
Europe,Call centre manager,14741,8946,8.48,Low,Decreasing,Associate Degree,-5795,Software & Platform
Europe,Camera operator,8421,9265,41.23,Low,Decreasing,PhD,844,Software & Platform
Europe,Careers adviser,1691,9984,12.73,High,Decreasing,High School,8293,Software & Platform
Europe,Cartographer,1471,5890,17.54,Moderate,Decreasing,PhD,4419,Software & Platform
Europe,Catering manager,4645,9717,43.52,Moderate,Increasing,Master’s Degree,5072,Software & Platform
Europe,Ceramics designer,12129,15562,79.76,High,Decreasing,Associate Degree,3433,Software & Platform
Europe,Charity fundraiser,10752,5165,61.58,Low,Increasing,High School,-5587,Software & Platform
Europe,Charity officer,5996,3950,44.28,High,Increasing,Associate Degree,-2046,Software & Platform
Europe,Chartered accountant,7825,11702,28.38,Low,Increasing,Bachelor’s Degree,3877,Software & Platform
Europe,Chartered certified accountant,6991,1110,77.49,Low,Decreasing,Master’s Degree,-5881,Software & Platform
Europe,Chartered legal executive (England and Wales),8117,9296,46.03,Low,Decreasing,Associate Degree,1179,Software & Platform
Europe,Chartered loss adjuster,1764,1413,33.94,High,Decreasing,Master’s Degree,-351,Software & Platform
Europe,Chartered management accountant,18187,21248,25.65,Moderate,Decreasing,Associate Degree,3061,Software & Platform
Europe,Chartered public finance accountant,9777,7464,58.91,Low,Decreasing,Master’s Degree,-2313,Software & Platform
Europe,Chemical engineer,14183,12362,41.73,Moderate,Increasing,Associate Degree,-1821,Software & Platform
Europe,"Chemist, analytical",9759,6500,56.06,High,Increasing,Bachelor’s Degree,-3259,Software & Platform
Europe,Chief Executive Officer,6794,6776,54.07,Low,Increasing,High School,-18,Software & Platform
Europe,Chief Marketing Officer,18681,22748,69.66,Low,Increasing,PhD,4067,Software & Platform
Europe,Chief Technology Officer,18870,21867,67.66,Low,Increasing,PhD,2997,Software & Platform
Europe,Child psychotherapist,13714,11513,49.05,High,Increasing,High School,-2201,Software & Platform
Europe,Chiropractor,6746,11165,42.58,High,Increasing,Master’s Degree,4419,Software & Platform
Europe,Civil Service administrator,22010,20619,26.13,Low,Decreasing,Associate Degree,-1391,Software & Platform
Europe,Civil Service fast streamer,12249,9006,94.26,Low,Decreasing,Master’s Degree,-3243,Software & Platform
Europe,"Civil engineer, consulting",3519,6365,23.96,Low,Decreasing,PhD,2846,Software & Platform
Europe,Claims inspector/assessor,9550,11775,16.15,High,Increasing,High School,2225,Software & Platform
Europe,Clinical biochemist,12761,9520,79.7,Low,Decreasing,Bachelor’s Degree,-3241,Software & Platform
Europe,Clinical cytogeneticist,9121,2484,33.97,High,Decreasing,Bachelor’s Degree,-6637,Software & Platform
Europe,Clinical embryologist,14561,11065,10.09,High,Increasing,High School,-3496,Software & Platform
Europe,Clinical molecular geneticist,15981,8035,48.52,High,Increasing,Bachelor’s Degree,-7946,Software & Platform
Europe,Clinical psychologist,1054,13592,39.74,High,Increasing,PhD,12538,Software & Platform
Europe,"Clinical scientist, histocompatibility and immunogenetics",15410,4736,47.11,High,Decreasing,Associate Degree,-10674,Software & Platform
Europe,Clothing/textile technologist,13327,5607,30.86,High,Increasing,Bachelor’s Degree,-7720,Software & Platform
Europe,Colour technologist,3750,9194,31.62,High,Decreasing,Bachelor’s Degree,5444,Software & Platform
Europe,Commercial horticulturist,5892,369,95.96,Low,Decreasing,Associate Degree,-5523,Software & Platform
Europe,Commercial/residential surveyor,535,7777,96.06,Moderate,Increasing,Bachelor’s Degree,7242,Software & Platform
Europe,Communications engineer,11423,16316,72.03,Low,Decreasing,Associate Degree,4893,Software & Platform
Europe,Community arts worker,4979,5010,82.85,Low,Decreasing,Bachelor’s Degree,31,Software & Platform
Europe,Community development worker,6265,8131,38.75,High,Increasing,Associate Degree,1866,Software & Platform
Europe,Community pharmacist,8632,7108,79.87,High,Increasing,High School,-1524,Software & Platform
Europe,Company secretary,5966,8407,84.66,Low,Decreasing,PhD,2441,Software & Platform
Europe,Comptroller,7306,3297,29.07,Low,Increasing,High School,-4009,Software & Platform
Europe,Computer games developer,16944,15999,15.89,High,Increasing,Associate Degree,-945,Software & Platform
Europe,"Conservation officer, historic buildings",7100,6423,25.17,Low,Decreasing,PhD,-677,Software & Platform
Europe,"Conservation officer, nature",14459,7141,6.42,Moderate,Increasing,PhD,-7318,Software & Platform
Europe,"Conservator, furniture",6188,3378,45.57,Moderate,Increasing,PhD,-2810,Software & Platform
Europe,Contracting civil engineer,23558,17598,60.97,Low,Increasing,Master’s Degree,-5960,Software & Platform
Europe,Contractor,3008,5292,56.09,Low,Decreasing,Associate Degree,2284,Software & Platform
Europe,Control and instrumentation engineer,5146,4202,74.76,Moderate,Decreasing,Master’s Degree,-944,Software & Platform
Europe,Copy,7546,6445,17.92,High,Increasing,Master’s Degree,-1101,Software & Platform
Europe,"Copywriter, advertising",4355,4057,57.75,Low,Increasing,PhD,-298,Software & Platform
Europe,Corporate investment banker,7929,747,15.34,Low,Decreasing,Associate Degree,-7182,Software & Platform
Europe,Corporate treasurer,8503,10387,75.8,Moderate,Increasing,Associate Degree,1884,Software & Platform
Europe,Counselling psychologist,25327,19193,20.98,High,Decreasing,Associate Degree,-6134,Software & Platform
Europe,Curator,8464,14084,58.26,Low,Increasing,Master’s Degree,5620,Software & Platform
Europe,Customer service manager,1652,7613,16.41,Low,Increasing,PhD,5961,Software & Platform
Europe,Cytogeneticist,4623,1695,3.51,High,Decreasing,Associate Degree,-2928,Software & Platform
Europe,Dance movement psychotherapist,1717,4809,71.65,Moderate,Increasing,PhD,3092,Software & Platform
Europe,Data processing manager,286,8853,69.49,High,Decreasing,Bachelor’s Degree,8567,Software & Platform
Europe,Data scientist,7670,8878,3.34,Low,Increasing,Associate Degree,1208,Software & Platform
Europe,Database administrator,8820,18492,67.1,Low,Increasing,PhD,9672,Software & Platform
Europe,Dealer,2757,3502,81.07,Moderate,Decreasing,High School,745,Software & Platform
Europe,"Designer, blown glass/stained glass",3223,4681,63.36,Low,Decreasing,Associate Degree,1458,Software & Platform
Europe,"Designer, ceramics/pottery",2249,7969,25.65,Moderate,Increasing,Associate Degree,5720,Software & Platform
Europe,"Designer, furniture",11198,10687,34.04,Low,Increasing,Bachelor’s Degree,-511,Software & Platform
Europe,"Designer, industrial/product",9109,1208,34.18,Low,Decreasing,PhD,-7901,Software & Platform
Europe,"Designer, interior/spatial",13638,16827,42.98,Moderate,Decreasing,PhD,3189,Software & Platform
Europe,"Designer, jewellery",6105,14857,78.1,Low,Decreasing,Associate Degree,8752,Software & Platform
Europe,"Designer, television/film set",17464,14271,45.99,High,Decreasing,Bachelor’s Degree,-3193,Software & Platform
Europe,"Designer, textile",7845,8552,78.92,Low,Decreasing,Master’s Degree,707,Software & Platform
Europe,"Development worker, community",3794,8686,28.95,High,Increasing,Master’s Degree,4892,Software & Platform
Europe,"Development worker, international aid",10135,6182,54.5,Low,Increasing,Master’s Degree,-3953,Software & Platform
Europe,Diagnostic radiographer,24825,17317,66.81,High,Decreasing,Master’s Degree,-7508,Software & Platform
Europe,Dietitian,7267,7151,31.21,High,Increasing,Associate Degree,-116,Software & Platform
Europe,Diplomatic Services operational officer,3724,2871,83.9,Moderate,Decreasing,PhD,-853,Software & Platform
Europe,"Doctor, general practice",16480,6962,60.46,Moderate,Decreasing,Master’s Degree,-9518,Software & Platform
Europe,"Doctor, hospital",1907,6104,6.23,Low,Increasing,PhD,4197,Software & Platform
Europe,Dramatherapist,13045,12163,74.27,Moderate,Increasing,Associate Degree,-882,Software & Platform
Europe,Drilling engineer,5280,5489,14.68,Low,Decreasing,PhD,209,Software & Platform
Europe,Early years teacher,905,9935,53.72,Low,Increasing,Associate Degree,9030,Software & Platform
Europe,Economist,7929,2506,34.62,Moderate,Increasing,Master’s Degree,-5423,Software & Platform
Europe,"Editor, commissioning",903,4546,68.11,Low,Increasing,Bachelor’s Degree,3643,Software & Platform
Europe,Editorial assistant,21946,12365,32.89,Low,Increasing,Bachelor’s Degree,-9581,Software & Platform
Europe,Education administrator,24137,17693,56.87,High,Increasing,High School,-6444,Software & Platform
Europe,"Education officer, community",16768,19283,43.23,High,Increasing,Master’s Degree,2515,Software & Platform
Europe,"Education officer, environmental",7692,3887,48.13,Low,Increasing,High School,-3805,Software & Platform
Europe,"Education officer, museum",9339,10387,45.6,High,Decreasing,PhD,1048,Software & Platform
Europe,Educational psychologist,15036,20526,45.54,Low,Increasing,Master’s Degree,5490,Software & Platform
Europe,Electrical engineer,11765,22237,67.96,Moderate,Increasing,Associate Degree,10472,Software & Platform
Europe,Electronics engineer,5181,748,95.87,High,Decreasing,Associate Degree,-4433,Software & Platform
Europe,Emergency planning/management officer,1473,2045,3.03,Moderate,Increasing,Bachelor’s Degree,572,Software & Platform
Europe,Energy engineer,8941,6549,2.63,Moderate,Increasing,High School,-2392,Software & Platform
Europe,"Engineer, aeronautical",3760,14636,57.54,High,Decreasing,Associate Degree,10876,Software & Platform
Europe,"Engineer, agricultural",11319,12043,38.76,Low,Increasing,Master’s Degree,724,Software & Platform
Europe,"Engineer, automotive",4769,4295,20.99,Moderate,Increasing,PhD,-474,Software & Platform
Europe,"Engineer, biomedical",10882,15721,55.26,Low,Decreasing,Bachelor’s Degree,4839,Software & Platform
Europe,"Engineer, chemical",10760,10607,71.46,Low,Decreasing,Bachelor’s Degree,-153,Software & Platform
Europe,"Engineer, civil (consulting)",11646,7700,63.11,Low,Decreasing,Associate Degree,-3946,Software & Platform
Europe,"Engineer, civil (contracting)",3214,5964,7.07,Low,Decreasing,Master’s Degree,2750,Software & Platform
Europe,"Engineer, communications",6070,444,0.12,Low,Increasing,High School,-5626,Software & Platform
Europe,"Engineer, drilling",16594,10572,60.56,Moderate,Decreasing,High School,-6022,Software & Platform
Europe,"Engineer, electrical",6833,4896,32.08,High,Increasing,Bachelor’s Degree,-1937,Software & Platform
Europe,"Engineer, electronics",9987,4427,49.68,High,Decreasing,Associate Degree,-5560,Software & Platform
Europe,"Engineer, energy",8968,1242,76.77,Low,Decreasing,Bachelor’s Degree,-7726,Software & Platform
Europe,"Engineer, land",3504,6144,58.05,Moderate,Increasing,PhD,2640,Software & Platform
Europe,"Engineer, manufacturing systems",10834,9196,49.84,Low,Decreasing,Associate Degree,-1638,Software & Platform
Europe,"Engineer, materials",7151,5473,86.13,Moderate,Increasing,PhD,-1678,Software & Platform
Europe,"Engineer, petroleum",6017,3175,61.98,Low,Decreasing,Bachelor’s Degree,-2842,Software & Platform
Europe,"Engineer, production",16767,17848,42.92,High,Decreasing,Bachelor’s Degree,1081,Software & Platform
Europe,"Engineer, site",5444,1880,11.66,Moderate,Decreasing,Associate Degree,-3564,Software & Platform
Europe,"Engineer, technical sales",9821,16380,40.2,High,Decreasing,Bachelor’s Degree,6559,Software & Platform
Europe,"Engineer, water",3285,7537,65.82,Low,Increasing,Associate Degree,4252,Software & Platform
Europe,English as a foreign language teacher,14413,10580,55.82,High,Increasing,High School,-3833,Software & Platform
Europe,English as a second language teacher,293,8115,42.09,Low,Decreasing,Bachelor’s Degree,7822,Software & Platform
Europe,Environmental consultant,7052,2473,32.93,Moderate,Increasing,Bachelor’s Degree,-4579,Software & Platform
Europe,Environmental manager,11051,13839,40.78,Moderate,Increasing,Master’s Degree,2788,Software & Platform
Europe,Equality and diversity officer,9594,9715,60.13,High,Increasing,Master’s Degree,121,Software & Platform
Europe,Equities trader,2657,13293,62.5,High,Increasing,Master’s Degree,10636,Software & Platform
Europe,Ergonomist,5298,6766,38.21,Moderate,Decreasing,PhD,1468,Software & Platform
Europe,Estate agent,2797,8336,35.71,High,Increasing,Associate Degree,5539,Software & Platform
Europe,Estate manager/land agent,180,8716,40.55,Low,Decreasing,PhD,8536,Software & Platform
Europe,Event organiser,14659,23120,47.39,Moderate,Decreasing,High School,8461,Software & Platform
Europe,Exercise physiologist,6784,10632,34.03,Moderate,Decreasing,Associate Degree,3848,Software & Platform
Europe,Exhibition designer,806,746,44.21,Low,Decreasing,Bachelor’s Degree,-60,Software & Platform
Europe,"Exhibitions officer, museum/gallery",6492,2738,85.21,Moderate,Increasing,Master’s Degree,-3754,Software & Platform
Europe,Facilities manager,1062,3220,36.27,Low,Increasing,Bachelor’s Degree,2158,Software & Platform
Europe,Farm manager,4016,4039,15.74,Low,Increasing,Bachelor’s Degree,23,Software & Platform
Europe,Fashion designer,4263,9390,3.49,High,Decreasing,High School,5127,Software & Platform
Europe,Field seismologist,19452,25732,61.92,Low,Decreasing,Bachelor’s Degree,6280,Software & Platform
Europe,Field trials officer,1031,9592,95.92,High,Increasing,PhD,8561,Software & Platform
Europe,Film/video editor,8392,5461,30.98,Low,Decreasing,PhD,-2931,Software & Platform
Europe,Financial controller,12267,11093,30.12,Low,Increasing,PhD,-1174,Software & Platform
Europe,Financial manager,8722,6919,43.47,High,Increasing,Bachelor’s Degree,-1803,Software & Platform
Europe,Financial planner,8243,536,95.57,Moderate,Increasing,High School,-7707,Software & Platform
Europe,Financial trader,14013,5570,51.48,High,Decreasing,Master’s Degree,-8443,Software & Platform
Europe,Fine artist,17893,13405,59.62,Low,Increasing,Associate Degree,-4488,Software & Platform
Europe,Firefighter,1233,2706,10.85,Low,Increasing,Bachelor’s Degree,1473,Software & Platform
Europe,Fish farm manager,7778,15686,74.65,Moderate,Increasing,High School,7908,Software & Platform
Europe,Fisheries officer,9598,15640,77.19,Moderate,Increasing,High School,6042,Software & Platform
Europe,Fitness centre manager,4062,16134,9.39,High,Increasing,High School,12072,Software & Platform
Europe,Food technologist,7502,3607,86.69,Moderate,Increasing,High School,-3895,Software & Platform
Europe,Forensic psychologist,14272,12443,72.54,Moderate,Increasing,Associate Degree,-1829,Software & Platform
Europe,Forensic scientist,15101,8543,43.97,Moderate,Decreasing,Associate Degree,-6558,Software & Platform
Europe,Forest/woodland manager,11914,6653,34.7,Moderate,Increasing,Bachelor’s Degree,-5261,Software & Platform
Europe,Freight forwarder,7873,6231,59.18,Low,Decreasing,Bachelor’s Degree,-1642,Software & Platform
Europe,Furniture conservator/restorer,15581,3605,31.76,High,Decreasing,Master’s Degree,-11976,Software & Platform
